HomeCornersAvg,AwayCornersAvg,HomeYellowAvg,AwayYellowAvg,CornersOver9_5,CardsOver4_5
27,4.67,4.52,86,1,1
22,5.36,4.32,80,0,1
25,3.46,4.84,58,0,0
33,4.96,4.79,67,1,0
34,5.36,5.26,80,1,1
28,4.08,5.18,58,1,0
24,6.37,4.63,74,0,0
24,3.77,4.54,89,0,1
27,4.89,6.07,75,1,1
26,4.27,4.73,65,0,0
35,5.18,3.09,82,1,1
24,4.04,4.33,63,0,0
29,5.59,4.48,93,1,1
22,5.08,5.5,88,0,1
27,4.09,4.52,54,0,0
23,5.19,5.7,67,0,0
25,3.83,5.32,71,0,0
27,4.33,5.85,67,1,0
24,3.42,4.96,88,0,1
24,4.32,5.96,84,0,1
28,6.86,4.57,89,1,1
24,4.96,5.96,75,0,1
29,6.86,5.52,89,1,1
23,5.35,4.09,76,0,1
35,3.62,4.86,43,1,0
28,5.82,4.57,76,1,1
33,5.41,5.27,81,1,1
24,4.67,7.63,86,0,1
24,5.39,3.67,82,0,1
25,5.36,4.16,75,0,1
28,4.34,5.07,74,1,1
23,3.17,5.17,67,0,0
35,5.36,4.86,64,1,0
27,5.38,4.07,71,1,0
24,5.75,4.13,86,0,1
27,5.0,4.67,80,1,1
24,5.44,4.13,94,0,1
21,5.89,3.95,81,0,1
24,5.26,6.04,74,0,1
29,4.88,5.59,71,1,0
34,4.29,5.26,63,1,0
26,4.79,4.77,88,0,1
21,4.5,5.57,63,0,0
27,4.79,3.96,68,1,0
27,4.3,6.22,78,1,1
24,3.62,4.21,67,0,0
25,5.67,4.4,86,0,1
23,5.36,5.87,64,0,0
24,4.07,5.21,54,0,0
27,5.26,5.63,74,1,1
28,4.88,6.11,68,1,0
24,4.96,6.83,75,0,1
35,4.78,5.26,85,1,1
24,6.79,3.63,93,0,1
34,4.42,4.38,71,1,0
29,4.18,3.24,68,1,0
22,4.31,4.41,77,0,1
27,4.32,5.96,84,1,1
24,4.88,5.88,68,0,0
24,5.92,4.13,71,0,0
29,5.07,5.59,93,1,1
34,4.85,4.91,56,1,0
22,5.36,4.64,80,0,1
33,5.36,5.85,64,1,0
24,3.54,5.17,42,0,0
24,4.36,4.54,80,0,1
27,3.61,4.78,78,0,1
34,5.13,4.24,83,1,1
21,5.35,3.86,76,0,1
24,4.83,5.88,86,0,1
24,5.27,2.5,77,0,1
26,5.15,5.42,70,0,0
35,5.36,4.57,64,1,0
22,4.56,3.14,59,0,0
23,6.4,3.87,84,0,1
25,4.08,4.08,58,0,0
24,4.78,4.5,85,0,1
24,5.13,4.29,74,0,0
33,4.69,5.97,77,1,1
23,5.36,4.52,64,0,0
24,5.4,4.63,77,0,1
33,3.58,3.79,79,1,1
28,5.14,5.18,86,1,1
24,4.27,4.33,67,0,0
27,5.6,4.44,86,1,1
29,4.89,5.59,75,1,1
27,5.13,6.26,74,1,1
24,3.1,3.67,71,0,0
24,4.18,4.58,68,0,0
25,3.71,5.68,54,0,0
24,4.57,5.88,75,0,1
34,5.78,4.79,85,1,1
24,5.21,3.25,83,0,1
28,4.64,4.57,91,1,1
33,4.07,4.45,54,1,0
28,4.38,4.64,71,1,0
27,4.46,4.48,71,1,0
28,5.48,4.96,71,1,0
34,4.62,5.35,79,1,1
25,4.29,6.0,63,0,0
27,4.96,4.67,67,1,0
26,3.77,4.96,59,0,0
27,4.92,4.07,83,1,1
25,5.27,7.12,77,0,1
25,5.44,3.44,76,0,1
24,4.04,5.88,59,0,0
27,5.18,5.3,61,1,0
27,4.66,4.52,80,1,1
24,4.6,5.96,66,0,0
27,3.79,5.11,46,0,0
29,3.54,5.52,42,1,0
27,4.89,4.07,75,1,1
32,5.82,4.59,89,1,1
28,5.0,4.57,73,1,0
27,5.0,2.96,77,1,1
32,4.07,4.59,48,1,0
27,5.39,5.48,82,1,1
27,4.34,4.67,74,1,1
28,5.13,4.32,74,1,0
33,5.18,3.79,61,1,0
35,4.46,5.63,71,1,0
24,5.78,4.67,85,0,1
22,4.92,5.09,69,0,0
33,5.15,5.06,71,1,0
24,5.24,6.04,64,0,0
24,5.74,4.29,83,0,1
26,3.58,4.38,79,0,1
29,4.09,4.24,73,1,0
27,4.63,4.48,67,1,0
24,4.06,5.33,79,0,1
34,4.04,5.06,59,1,0
32,5.82,5.03,89,1,1
22,4.66,4.64,83,0,1
22,4.82,6.0,79,0,1
24,6.19,5.17,71,0,0
33,6.19,5.76,71,1,0
26,7.29,4.88,75,1,1
24,3.61,5.5,78,0,1
25,3.93,5.32,63,0,0
24,4.69,4.75,77,0,1
26,4.31,4.23,77,0,1
26,5.13,6.58,74,0,1
27,4.07,3.56,48,0,0
24,5.46,6.17,71,0,0
34,4.29,4.53,58,1,0
27,4.69,4.04,77,1,1
25,3.67,4.12,54,0,0
23,4.8,5.7,96,0,1
28,3.73,5.43,65,1,0
24,4.31,4.54,80,0,1
27,4.66,3.81,80,1,1
28,5.67,5.43,63,1,0
22,3.56,4.41,59,0,0
24,3.73,5.0,65,0,0
33,4.97,5.85,77,1,1
34,4.81,4.88,74,1,1
23,5.24,4.09,64,0,0
25,5.38,7.12,77,0,1
27,3.67,2.96,81,0,1
24,4.52,5.88,60,0,0
35,7.32,4.57,88,1,1
27,4.71,4.48,83,1,1
24,3.17,4.67,67,0,0
26,3.79,4.23,46,0,0
25,3.46,4.4,58,0,0
34,5.83,4.91,71,1,0
23,4.36,3.7,64,0,0
24,4.8,4.25,96,0,1
27,3.1,5.96,71,0,0
27,3.71,5.3,88,0,1
24,3.79,4.29,67,0,0
24,5.96,5.71,74,0,1
27,4.65,4.41,62,1,0
24,6.19,4.13,76,0,1
24,5.15,5.5,71,0,0
26,4.56,4.58,59,0,0
35,4.67,5.49,63,1,0
24,5.74,4.88,81,0,1
23,4.42,4.09,71,0,0
24,5.82,6.04,76,0,1
24,6.44,6.17,93,0,1
24,6.25,4.25,71,0,0
24,4.52,4.33,70,0,0
24,3.78,4.67,74,0,1
24,4.92,4.42,83,0,1
33,4.36,4.15,80,1,1
22,4.09,5.5,48,0,0
24,5.59,5.04,93,0,1
24,4.0,4.96,58,0,0
27,4.58,5.48,63,1,0
26,5.94,4.96,71,1,0
35,4.83,4.51,80,1,1
24,4.29,6.17,63,0,0
24,4.29,6.04,58,0,0
27,6.83,4.85,83,1,1
26,4.96,6.85,67,0,0
35,6.79,5.51,93,1,1
28,4.52,4.96,81,1,1
29,4.09,6.07,54,1,0
27,3.58,5.41,79,0,1
25,5.72,5.32,88,0,1
35,5.17,4.54,86,1,1
28,4.91,3.71,77,1,1
24,5.08,4.08,65,0,0
25,5.26,4.12,63,0,0
27,4.36,3.89,80,1,1
22,3.62,7.05,43,0,0
35,4.64,7.43,79,1,1
25,4.5,4.4,67,0,0
27,5.69,5.26,97,1,1
28,3.93,6.29,57,1,0
27,5.41,4.67,81,1,1
24,5.36,3.46,75,0,0
27,4.63,4.0,74,1,0
24,5.21,4.29,73,0,0
27,4.09,4.7,73,0,0
25,5.33,4.44,79,0,1
27,4.61,5.85,65,1,0
28,7.54,5.57,88,1,1
27,4.81,5.07,85,1,1
26,5.08,4.23,92,0,1
26,3.73,4.77,65,0,0
26,5.41,4.38,81,1,1
27,4.3,5.07,65,1,0
28,4.8,5.29,96,1,1
24,5.45,6.08,79,0,1
24,4.96,4.79,75,0,1
25,5.46,4.84,86,0,1
26,4.25,5.42,71,0,0
28,3.23,5.71,54,0,0
35,3.78,5.0,67,1,0
29,4.33,4.48,67,1,0
24,7.32,4.29,88,1,1
25,3.42,6.8,63,0,0
25,5.49,5.0,74,0,1
28,5.71,5.5,79,1,1
21,5.44,4.52,76,0,1
29,4.76,4.48,68,1,0
24,5.18,4.25,61,0,0
25,4.67,5.72,71,0,0
34,4.64,4.24,82,1,1
24,5.48,6.42,52,0,0
24,3.42,4.5,63,0,0
35,4.09,3.71,73,1,0
35,5.26,5.03,82,1,1
35,5.94,3.71,71,1,0
35,5.07,3.86,81,1,1
35,3.3,5.26,78,1,1
27,5.75,3.37,86,1,1
27,5.43,6.78,76,1,1
28,3.71,5.0,88,1,1
27,4.0,5.41,63,0,0
34,4.09,5.82,59,1,0
23,4.83,5.13,80,0,1
25,4.66,5.0,83,0,1
27,4.32,4.78,84,1,1
28,4.5,5.18,63,1,0
25,3.71,2.92,54,0,0
25,3.3,4.44,78,0,1
35,4.81,5.46,74,1,1
28,3.3,5.18,78,1,1
27,4.64,5.11,91,1,1
22,4.04,4.64,59,0,0
24,3.42,4.54,88,0,1
28,6.52,4.93,65,1,0
27,4.36,4.89,84,1,1
35,3.62,3.71,54,1,0
24,4.92,5.63,69,0,0
23,4.57,3.48,83,0,1
28,5.41,5.93,84,1,1
28,5.75,4.86,86,1,1
25,5.36,4.16,80,0,1
26,4.92,3.92,67,0,0
